,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,contact_number,cluster
100,Jai Hind Auto Repairs 44,8485 Stephanie Bypass Suite 167,Surat,Gujarat,395008,21.185925,72.778264,4.8,475,1,7634718656,5
101,Mahalaxmi Auto Service 93,3582 Andrew Expressway Suite 807,Surat,Gujarat,395007,21.152015,72.861398,3.6,475,0,9983037012,4
102,Jai Hind Auto Repairs 85,71523 Andrew Drive Apt. 950,Surat,Gujarat,395003,21.164267,72.835134,2.8,475,1,7606205942,0
103,Perfect Wheels Garage 26,2841 Michael Ridge Suite 804,Surat,Gujarat,395005,21.166329,72.898651,2.7,475,0,9596098600,4
104,Perfect Wheels Garage 57,726 Joseph Station Suite 557,Surat,Gujarat,395007,21.150787,72.894112,4.8,474,1,9767540747,4
105,Surat Car Garage 48,7640 Warren Freeway Apt. 440,Surat,Gujarat,395002,21.167724,72.843605,4.0,474,0,9475949747,0
106,Krishna Auto Works 22,"PSC 5677, Box 0051",Surat,Gujarat,395006,21.166927,72.858047,3.5,474,0,7937036559,4
107,Krishna Auto Works 84,9692 Alexander Creek Suite 296,Surat,Gujarat,395003,21.234781,72.765849,2.4,474,1,7153441171,3
108,Jai Hind Auto Repairs 42,2134 Turner Green,Surat,Gujarat,395004,21.229556,72.836844,2.3,474,1,8986375603,1
109,Perfect Wheels Garage 94,164 Eric Circles,Surat,Gujarat,395006,21.184273,72.780873,2.2,474,0,9148994486,5
110,Mahalaxmi Auto Service 25,84539 Baker Summit Suite 070,Surat,Gujarat,395001,21.208619,72.799268,4.7,473,1,7464876767,3
111,Gujarat Car Care 87,"PSC 4672, Box 3849",Surat,Gujarat,395005,21.24185,72.890501,4.2,473,1,9603319533,2
112,Jai Hind Auto Repairs 23,Unit 9047 Box 1281,Surat,Gujarat,395004,21.209252,72.870932,4.1,472,0,8700014711,2
113,Krishna Auto Works 84,252 Griffin Underpass,Surat,Gujarat,395001,21.15666,72.849056,4.0,472,1,8759014205,4
114,Krishna Auto Works 26,68317 Hill Course,Surat,Gujarat,395002,21.20291,72.884776,3.2,472,1,7230551629,2
115,Jai Hind Auto Repairs 11,84249 Wayne Extension Apt. 299,Surat,Gujarat,395010,21.237084,72.842957,2.7,472,0,7580736260,1
116,Shree Ganesh Auto Care 30,570 Sarah Wells,Surat,Gujarat,395001,21.230505,72.810175,2.2,472,1,9835937140,1
117,Sai Baba Car Clinic 80,64963 Gregory Common Suite 422,Surat,Gujarat,395001,21.166031,72.756692,4.8,471,0,8880532855,5
118,Speedy Motors 36,170 Virginia Manor,Surat,Gujarat,395003,21.177685,72.850716,3.8,470,0,8238037123,4
119,Perfect Wheels Garage 95,3927 Tran Shore Apt. 413,Surat,Gujarat,395009,21.244956,72.766975,3.4,470,0,7960890621,3
120,Surat Car Garage 88,6177 Robinson Valley Suite 430,Surat,Gujarat,395009,21.190678,72.799404,2.3,470,1,8457650574,0
121,Sai Baba Car Clinic 94,1160 Faulkner Ports Suite 015,Surat,Gujarat,395005,21.232304,72.839411,4.9,469,1,9825437664,1
122,Sai Baba Car Clinic 37,128 Rivera Valley Apt. 675,Surat,Gujarat,395010,21.201352,72.796958,4.7,469,0,9651276284,0
123,Mahalaxmi Auto Service 11,206 Clements Valleys Suite 939,Surat,Gujarat,395009,21.243521,72.880545,3.6,469,1,7794135026,2
124,Jai Hind Auto Repairs 22,066 John Bypass Suite 024,Surat,Gujarat,395006,21.192182,72.841847,3.2,469,0,7193414253,0
125,Perfect Wheels Garage 33,652 Gates Isle Suite 983,Surat,Gujarat,395009,21.188469,72.845842,4.1,467,0,7618148271,4
126,Speedy Motors 71,6734 Booth Parks,Surat,Gujarat,395003,21.161558,72.767699,3.8,467,1,7387327868,5
127,Sai Baba Car Clinic 99,102 John Fall Suite 129,Surat,Gujarat,395008,21.164817,72.813282,2.3,467,0,8145096989,0
128,Royal Auto Solutions 39,39847 Jimmy Forge,Surat,Gujarat,395006,21.239137,72.866179,4.6,466,1,8478863074,2
129,Speedy Motors 20,896 Jimenez Causeway Suite 642,Surat,Gujarat,395008,21.173172,72.858943,3.1,466,1,7640772910,4
130,Speedy Motors 65,USNV Silva,Surat,Gujarat,395003,21.207601,72.844894,4.3,465,0,8441204597,1
131,Royal Auto Solutions 10,6581 Wanda Branch Suite 173,Surat,Gujarat,395005,21.191749,72.753359,4.3,465,0,9818050157,5
132,Perfect Wheels Garage 49,72581 Eric Rapid Apt. 956,Surat,Gujarat,395002,21.246545,72.881572,4.0,465,1,9833890029,2
133,Shree Ganesh Auto Care 67,3079 Robinson Trail Suite 310,Surat,Gujarat,395009,21.226096,72.782446,3.1,465,0,7657338562,3
134,Krishna Auto Works 1,14107 Stephen Mews Apt. 485,Surat,Gujarat,395006,21.220182,72.837237,3.1,465,0,7549427731,1
135,Speedy Motors 9,0344 Jones Fort Suite 936,Surat,Gujarat,395006,21.212316,72.849508,2.4,465,1,9901054022,1
136,Royal Auto Solutions 70,USS Brady,Surat,Gujarat,395008,21.179542,72.78284,4.9,464,1,9896921954,5
137,Krishna Auto Works 8,8571 Hernandez Harbor Apt. 098,Surat,Gujarat,395003,21.221165,72.763954,4.8,464,1,9778334558,3
138,Mahalaxmi Auto Service 54,1474 Jasmine Motorway Suite 292,Surat,Gujarat,395004,21.163799,72.814323,4.8,464,1,9300621607,0
139,Krishna Auto Works 95,4579 Samantha Village Suite 015,Surat,Gujarat,395007,21.230369,72.793295,4.4,464,1,7706558390,3
140,Surat Car Garage 6,91065 Allen Unions Suite 174,Surat,Gujarat,395010,21.150021,72.888383,4.4,464,1,7304189218,4
141,Jai Hind Auto Repairs 86,4653 Nicholas Viaduct Suite 441,Surat,Gujarat,395010,21.202005,72.791845,3.8,464,0,8599285105,3
142,Royal Auto Solutions 96,0336 Anderson Plaza Suite 023,Surat,Gujarat,395004,21.159995,72.776326,2.7,464,1,8417218763,5
143,Speedy Motors 21,96556 Carol Motorway Suite 713,Surat,Gujarat,395004,21.225417,72.788442,2.6,464,1,8718469477,3
144,Royal Auto Solutions 52,720 Jerry Cape,Surat,Gujarat,395009,21.160689,72.773821,4.8,463,0,9630423655,5
145,Speedy Motors 42,2791 Jeffery Field,Surat,Gujarat,395008,21.152491,72.818052,4.7,463,0,8769462121,0
146,Mahalaxmi Auto Service 53,417 Little Plain Apt. 313,Surat,Gujarat,395005,21.248496,72.814194,4.6,463,1,7410231585,1
147,Gujarat Car Care 53,41413 Zachary Creek,Surat,Gujarat,395002,21.249132,72.846453,4.7,462,0,7562865696,1
148,Speedy Motors 1,759 Larson Valleys,Surat,Gujarat,395003,21.187454,72.829954,4.1,462,1,9489872187,0
149,Perfect Wheels Garage 5,0914 Ashley Mill,Surat,Gujarat,395001,21.21194,72.758532,3.8,462,0,9467315638,3
150,Royal Auto Solutions 10,83727 Skinner Extension,Surat,Gujarat,395009,21.24314,72.821483,3.1,462,1,7434088231,1
151,Shree Ganesh Auto Care 92,608 Reid Coves Suite 704,Surat,Gujarat,395001,21.179802,72.764812,2.4,462,1,8497680334,5
152,Shree Ganesh Auto Care 68,26949 Hunter Heights Apt. 645,Surat,Gujarat,395001,21.1922,72.797378,2.2,462,1,9184280988,0
153,Jai Hind Auto Repairs 61,35102 Bullock Valley,Surat,Gujarat,395009,21.230743,72.755729,2.1,462,0,9306619791,3
154,Surat Car Garage 23,58238 Ali Point,Surat,Gujarat,395010,21.158197,72.792092,4.5,461,0,8680307904,5
155,Jai Hind Auto Repairs 51,47452 Cook Knoll Suite 746,Surat,Gujarat,395007,21.219504,72.896636,4.2,461,0,9920081568,2
156,Surat Car Garage 50,073 Rodriguez Viaduct Apt. 943,Surat,Gujarat,395001,21.158612,72.808788,4.1,461,1,8649173056,0
157,Jai Hind Auto Repairs 44,3481 Rachel Stream,Surat,Gujarat,395005,21.186032,72.878393,3.3,461,1,9772336815,4
158,Krishna Auto Works 39,35381 Robertson Forge Suite 475,Surat,Gujarat,395010,21.191212,72.779911,3.0,460,0,9632258721,5
159,Perfect Wheels Garage 26,689 Ryan Street Apt. 798,Surat,Gujarat,395008,21.236317,72.809385,2.9,460,1,7745071548,1
160,Krishna Auto Works 50,9757 Ronald Trail,Surat,Gujarat,395002,21.174108,72.845712,2.2,460,0,7978236897,4
161,Mahalaxmi Auto Service 67,129 Adam Mission,Surat,Gujarat,395002,21.175331,72.845778,2.6,459,0,9279825048,4
162,Surat Car Garage 92,1418 Terri Drives,Surat,Gujarat,395008,21.153698,72.780239,4.4,458,0,7301508460,5
163,Krishna Auto Works 23,93899 Philip Expressway,Surat,Gujarat,395001,21.161259,72.858721,3.4,458,1,8518884284,4
164,Gujarat Car Care 88,08347 Becker Cliffs Apt. 898,Surat,Gujarat,395004,21.189176,72.841461,3.0,458,0,9278255433,0
165,Jai Hind Auto Repairs 43,86391 Baldwin Cove,Surat,Gujarat,395002,21.1738,72.897357,2.5,458,0,8334337649,4
166,Gujarat Car Care 40,78105 Banks Shoals Apt. 002,Surat,Gujarat,395003,21.22941,72.893064,3.5,457,1,7730156724,2
167,Krishna Auto Works 8,8950 Ashley Squares Suite 197,Surat,Gujarat,395002,21.177978,72.770585,2.6,457,0,8486318111,5
168,Mahalaxmi Auto Service 74,14626 Dawn Union Apt. 806,Surat,Gujarat,395006,21.196741,72.897452,2.4,457,0,8332800572,2
169,Perfect Wheels Garage 6,498 Amy Stream,Surat,Gujarat,395009,21.173822,72.755864,2.4,457,1,7121420835,5
170,Gujarat Car Care 73,4019 Renee Streets Apt. 752,Surat,Gujarat,395003,21.206311,72.778235,5.0,456,1,8630932013,3
171,Gujarat Car Care 17,8967 Nathan Squares,Surat,Gujarat,395002,21.162743,72.890035,4.6,456,1,9701247246,4
172,Speedy Motors 33,603 Alexis Roads,Surat,Gujarat,395010,21.201537,72.850734,3.6,456,0,7260505214,4
173,Krishna Auto Works 59,72215 Rowland Lane Suite 732,Surat,Gujarat,395008,21.207613,72.860594,2.9,456,1,9453727509,2
174,Sai Baba Car Clinic 77,195 Melissa Light,Surat,Gujarat,395004,21.229677,72.832232,2.6,456,1,8751000576,1
175,Sai Baba Car Clinic 11,582 Lewis Plain,Surat,Gujarat,395001,21.203743,72.808499,4.2,455,0,7498971730,0
176,Perfect Wheels Garage 80,570 Arellano Common Apt. 145,Surat,Gujarat,395007,21.189191,72.765196,4.2,455,1,9542155176,5
177,Jai Hind Auto Repairs 1,Unit 3098 Box 2150,Surat,Gujarat,395009,21.247791,72.773691,4.0,455,1,9824208200,3
178,Surat Car Garage 72,83034 Tiffany Port Apt. 970,Surat,Gujarat,395009,21.24486,72.767758,3.0,455,0,8678623408,3
179,Perfect Wheels Garage 15,08972 Danielle Track Apt. 827,Surat,Gujarat,395003,21.240918,72.76456,2.1,455,1,8128492584,3
180,Shree Ganesh Auto Care 53,"PSC 8452, Box 1823",Surat,Gujarat,395001,21.1733,72.801964,4.5,454,0,9263208734,0
181,Gujarat Car Care 86,7617 Hernandez Crossroad,Surat,Gujarat,395007,21.217424,72.88408,3.6,454,1,8568456914,2
182,Shree Ganesh Auto Care 53,11980 Jackson Keys Suite 280,Surat,Gujarat,395010,21.212704,72.868776,3.4,454,1,9728618394,2
183,Mahalaxmi Auto Service 38,10291 John Cove,Surat,Gujarat,395007,21.211557,72.817074,2.6,454,1,7298942545,1
184,Perfect Wheels Garage 89,USS Price,Surat,Gujarat,395003,21.238215,72.79528,4.6,453,1,9299727369,3
185,Surat Car Garage 23,USNS Harris,Surat,Gujarat,395008,21.175794,72.820989,2.8,453,1,8196754242,0
186,Mahalaxmi Auto Service 99,"PSC 5612, Box 4815",Surat,Gujarat,395010,21.222377,72.783598,4.9,452,1,7510215385,3
187,Perfect Wheels Garage 88,9965 Troy Islands,Surat,Gujarat,395004,21.216693,72.803052,3.7,452,1,7317961655,1
188,Surat Car Garage 14,424 Annette Loop Apt. 343,Surat,Gujarat,395003,21.177594,72.854562,3.5,452,0,9540328009,4
189,Surat Car Garage 20,36628 William Valleys Apt. 226,Surat,Gujarat,395010,21.212613,72.880702,3.4,452,1,7417752464,2
190,Sai Baba Car Clinic 49,120 Elizabeth Falls Suite 595,Surat,Gujarat,395003,21.207013,72.878074,2.7,452,1,7124828758,2
191,Mahalaxmi Auto Service 27,93500 Daniel Isle Suite 617,Surat,Gujarat,395004,21.171696,72.778645,2.6,452,1,8410566179,5
192,Perfect Wheels Garage 8,61760 Thompson Forge Suite 838,Surat,Gujarat,395003,21.230918,72.778783,4.9,451,1,8485234627,3
193,Speedy Motors 89,1715 Davidson Wall Suite 443,Surat,Gujarat,395004,21.191038,72.866246,4.8,451,0,9936542349,4
194,Perfect Wheels Garage 9,8861 Walker Forest,Surat,Gujarat,395002,21.209394,72.816966,4.0,451,0,9175468802,1
195,Speedy Motors 86,9578 Coleman Summit,Surat,Gujarat,395004,21.176681,72.868106,2.3,451,0,9772211905,4
196,Krishna Auto Works 77,647 Adkins Pike Suite 622,Surat,Gujarat,395008,21.208224,72.830155,4.8,450,1,9858480246,1
197,Sai Baba Car Clinic 19,485 Matthew Union Suite 321,Surat,Gujarat,395010,21.151207,72.804624,3.5,450,1,8693751905,0
198,Speedy Motors 62,Unit 6944 Box 3916,Surat,Gujarat,395002,21.188899,72.885538,2.6,450,0,8918453360,4
199,Krishna Auto Works 6,272 Brandon Terrace,Surat,Gujarat,395001,21.1719,72.7849,2.5,450,0,7639325753,5
200,Krishna Auto Works 13,739 Benson Overpass Apt. 121,Surat,Gujarat,395009,21.241044,72.752302,2.4,450,0,7703746561,3
201,Speedy Motors 14,15819 Shields Bridge,Surat,Gujarat,395004,21.193568,72.810067,2.2,450,1,9279027208,0
202,Surat Car Garage 99,04328 Rodriguez Heights,Surat,Gujarat,395007,21.236491,72.873739,2.0,450,1,9254488518,2
203,Gujarat Car Care 49,4203 Avila Curve Suite 863,Surat,Gujarat,395009,21.182164,72.816354,2.0,450,1,7355296133,0
204,Jai Hind Auto Repairs 42,"PSC 6138, Box 2687",Surat,Gujarat,395007,21.21584,72.89371,4.3,449,0,7226756435,2
205,Sai Baba Car Clinic 40,9513 Miller Lock Apt. 411,Surat,Gujarat,395005,21.234285,72.878735,4.1,449,0,7198003898,2
206,Jai Hind Auto Repairs 76,6024 Mary Meadows Apt. 394,Surat,Gujarat,395010,21.158608,72.781168,3.4,449,1,9362291402,5
207,Mahalaxmi Auto Service 79,1708 Short Inlet,Surat,Gujarat,395008,21.193489,72.819714,2.1,449,1,7292319380,0
